"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText","question_intent","cognitive_level","trap_type","secondary_subject","error_prone_area","confidence_level","trend_tag","set_id","set_type"
"UPSC_2025_GS1_Q56","2025","General Studies","mcq_standard","","","","","","","","","","","Fifth Schedule & Scheduled Areas","","",",Q56. Consider the following statements: With reference to the Constitution of India, if an area in a State is declared as Scheduled Area under the Fifth Schedule I. the State Government loses its executive power in such areas and a local body assumes total administration II. the Union Government can take over the total administration of such areas under certain circumstances on the recommendations of the Governor Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q57","2025","General Studies","mcq_standard","","","","","","","","","","","Organizations & Ministries","","",",Q57. With reference to India, consider the following pairs: Organization - Union Ministry I. The National Automotive Board - Ministry of Commerce and Industry II. The Coir Board - Ministry of Heavy Industries III. The National Centre for Trade Information - Ministry of Micro, Small and Medium Enterprises How many of the above pairs are correctly matched? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q58","2025","General Studies","mcq_standard","","","","","","","","","","","Constitutional Amendment Ratification","","",",Q58. Consider the following subjects under the Constitution of India: I. List I-Union List, in the Seventh Schedule II. Extent of the executive power of a State III. Conditions of the Governor's office For a constitutional amendment with respect to which of the above, ratification by the Legislatures of not less than one-half of the States is required before presenting the bill to the President of India for assent? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q59","2025","General Studies","mcq_standard","","","","","","","","","","","Constitutional Immunities","","",",Q59. With reference to the Indian polity, consider the following statements: I. The Governor of a State is not answerable to any court for the exercise and performance of the powers and duties of his/her office. II. No criminal proceedings shall be instituted or continued against the Governor during his/her term of office. III. Members of a State Legislature are not liable to any proceedings in any court in respect of anything said within the House. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q60","2025","General Studies","mcq_standard","","","","","","","","","","","PNGRB Regulation","","",",Q60. Consider the following activities: I. Production of crude oil II. Refining, storage and distribution of petroleum III. Marketing and sale of petroleum products IV. Production of natural gas How many of the above activities are regulated by the Petroleum and Natural Gas Regulatory Board in our country? (a) Only one (b) Only two (c) Only three (d) All the four","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q61","2025","General Studies","mcq_standard","","","","","","","","","","","Fiscal & Primary Deficit","","",",Q61. Suppose the revenue expenditure is Rs. 80,000 crores and the revenue receipts of the Government are Rs. 60,000 crores. The Government budget also shows borrowings of Rs. 10,000 crores and interest payments of Rs. 6,000 crores. Which of the following statements are correct? I. Revenue deficit is Rs. 20,000 crores. II. Fiscal deficit is Rs. 10,000 crores. III. Primary deficit is Rs. 4,000 crores. Select the correct answer using the code given below. (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Concept Application","L3","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q62","2025","General Studies","mcq_standard","","","","","","","","","","","INSTC","","",",Q62. India is one of the founding members of the International North-South Transport Corridor (INSTC), a multimodal transportation corridor, which will connect (a) India to Central Asia to Europe via Iran (b) India to Central Asia via China (c) India to South-East Asia through Bangladesh and Myanmar (d) India to Europe through Azerbaijan","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q63","2025","General Studies","mcq_standard","","","","","","","","","","","Ethanol Production","","",",Q63. Consider the following statements: Statement I: Of the two major ethanol producers in the world, i. e., Brazil and the United States of America, the former produces more ethanol than the latter. Statement II: Unlike in the United States of America where corn is the principal feedstock for ethanol production, sugarcane is the principal feedstock for ethanol production in Brazil. Which one of the following is correct in respect of the above statements? (a) Both Statement I and Statement II are correct and Statement II explains Statement I (b) Both Statement I and Statement II are correct but Statement II does not explain Statement I (c) Statement I is correct but Statement II is not correct (d) Statement I is not correct but Statement II is correct","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q64","2025","General Studies","mcq_standard","","","","","","","","","","","Wet-Bulb Temperature Impacts","","",",Q64. The World Bank warned that India could become one of the first places where wet-bulb temperatures routinely exceed 35 C. Which of the following statements best reflect(s) the implication of the above-said report? I. Peninsular India will most likely suffer from flooding, tropical cyclones and droughts. II. The survival of animals including humans will be affected as shedding of their body heat through perspiration becomes difficult. Select the correct answer using the code given below. (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q65","2025","General Studies","mcq_standard","","","","","","","","","","","Primary Deficit Calculation","","",",Q65. A country's fiscal deficit stands at Rs. 50,000 crores. It is receiving Rs. 10,000 crores through non-debt creating capital receipts. The country's interest liabilities are Rs. 1,500 crores. What is the gross primary deficit? (a) Rs. 48,500 crores (b) Rs. 51,500 crores (c) Rs. 58,500 crores (d) None of the above","Concept Application","L3","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q66","2025","General Studies","mcq_standard","","","","","","","","","","","15th Finance Commission","","",",Q66. Which of the following statements with regard to recommendations of the 15th Finance Commission of India are correct? I. It has recommended grants of Rs. 4,800 crores from the year 2022-23 to the year 2025-26 for incentivizing States to enhance educational outcomes. II. 45% of the net proceeds of Union taxes are to be shared with States. III. Rs. 45,000 crores are to be kept as performance-based incentive for all States for carrying out agricultural reforms. IV. It reintroduced tax effort criteria to reward fiscal performance. Select the correct answer using the code given below. (a) I, II and III (b) I, II and IV (c) I, III and IV (d) II, III and IV","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q67","2025","General Studies","mcq_standard","","","","","","","","","","","IBRD","","",",Q67. Consider the following statements in respect of the International Bank for Reconstruction and Development (IBRD): I. It provides loans and guarantees to middle income countries. II. It works single-handedly to help developing countries to reduce poverty. III. It was established to help Europe rebuild after the World War II. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q68","2025","General Studies","mcq_standard","","","","","","","","","","","RTGS vs NEFT","","",",Q68. Consider the following statements in respect of RTGS and NEFT: I. In RTGS, the settlement time is instantaneous while in case of NEFT, it takes some time to settle the payments. II. In RTGS, the customer is charged for inward transactions while that is not the case for NEFT. III. Operating hours for RTGS are restricted on certain days while this is not true for NEFT. Which of the statements given above is/are correct? (a) I only (b) I and II (c) I and III (d) III only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q69","2025","General Studies","mcq_standard","","","","","","","","","","","UPI International Acceptance","","",",Q69. Consider the following countries: I. United Arab Emirates II. France III. Germany IV. Singapore V. Bangladesh How many countries amongst the above are there other than India where international merchant payments are accepted under UPI? (a) Only two (b) Only three (c) Only four (d) All the five","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Emerging","",""
"UPSC_2025_GS1_Q70","2025","General Studies","mcq_standard","","","","","","","","","","","PM Surya Ghar Muft Bijli Yojana","","",",Q70. Consider the following statements about 'PM Surya Ghar Muft Bijli Yojana': I. It targets installation of one crore solar rooftop panels in the residential sector. II. The Ministry of New and Renewable Energy aims to impart training on installation, operation, maintenance and repairs of solar rooftop systems at grassroot levels. III. It aims to create more than three lakhs skilled manpower through fresh skilling, and up-skilling, under scheme component of capacity building. Which of the statements given above are correct? (a) I and II only (b) I and III only (c) II and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q71","2025","General Studies","mcq_standard","","","","","","","","","","","Gandhian Movements","","",",Q71. 'Sedition has become my religion' was the famous statement given by Gandhiji at the time of (a) the Champaran Satyagraha (b) publicly violating Salt Law at Dandi (c) attending the Second Round Table Conference in London (d) the launch of the Quit India Movement","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q72","2025","General Studies","mcq_standard","","","","","","","","","","","Indus Valley Artefacts","","",",Q72. The famous female figurine known as 'Dancing Girl', found at Mohenjo-daro, is made of (a) carnelian (b) clay (c) bronze (d) gold","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q73","2025","General Studies","mcq_standard","","","","","","","","","","","Chauri Chaura Incident","","",",Q73. Who provided legal defence to the people arrested in the aftermath of Chauri Chaura incident? (a) C. R. Das (b) Madan Mohan Malaviya and Krishna Kant (c) Dr. Saifuddin Kitchlew and Khwaja Hasan Nizami (d) M. A. Jinnah","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q74","2025","General Studies","mcq_standard","","","","","","","","","","","Harijan Upliftment & Gandhi","","",",Q74. Subsequent to which one of the following events, Gandhiji, who consistently opposed untouchability and appealed for its eradication from all spheres, decided to include the upliftment of 'Harijans' in his political and social programme? (a) The Poona Pact (b) The Gandhi-Irwin Agreement (Delhi Pact) (c) Arrest of Congress leadership at the time of the Quit India Movement (d) Promulgation of the Government of India Act, 1935","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q75","2025","General Studies","mcq_standard","","","","","","","","","","","Portuguese Introduced Crops","","",",Q75. Consider the following fruits: I. Papaya II. Pineapple III. Guava How many of the above were introduced in India by the Portuguese in the sixteenth and seventeenth centuries? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q76","2025","General Studies","mcq_standard","","","","","","","","","","","World Time Zones","","",",Q76. Consider the following countries: I. United Kingdom II. Denmark III. New Zealand IV. Australia V. Brazil How many of the above countries have more than four time zones? (a) All the five (b) Only four (c) Only three (d) Only two","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q77","2025","General Studies","mcq_standard","","","","","","","","","","","International Date Line","","",",Q77. Consider the following statements: I. Anadyr in Siberia and Nome in Alaska are a few kilometers from each other, but when people are waking up and getting set for breakfast in these cities, it would be different days. II. When it is Monday in Anadyr, it is Tuesday in Nome. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q78","2025","General Studies","mcq_standard","","","","","","","","","","","Self-Respect Movement","","",",Q78. Who among the following was the founder of the 'Self-Respect Movement'? (a) 'Periyar' E. V. Ramaswamy Naicker (b) Dr. B. R. Ambedkar (c) Bhaaskarrao Jadhav (d) Dinkarrao Javalkar","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q79","2025","General Studies","mcq_standard","","","","","","","","","","","Mineral Resources by Country","","",",Q79. Consider the following pairs: Country - Resource-rich in I. Botswana - Diamond II. Chile - Lithium III. Indonesia - Nickel In how many of the above rows is the given information correctly matched? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q80","2025","General Studies","mcq_standard","","","","","","","","","","","Regions & Countries","","",",Q80. Consider the following pairs: Region - Country I. Mallorca - Italy II. Normandy - Spain III. Sardinia - France In how many of the above rows is the given information correctly matched? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q81","2025","General Studies","mcq_standard","","","","","","","","","","","Rare Earth Elements","","",",Q81. Consider the following statements: Statement I: Some rare earth elements are used in the manufacture of flat television screens and computer monitors. Statement II: Some rare earth elements have phosphorescent properties. Which one of the following is correct in respect of the above statements? (a) Both Statement I and Statement II are correct and Statement II explains Statement I (b) Both Statement I and Statement II are correct but Statement II does not explain Statement I (c) Statement I is correct but Statement II is not correct (d) Statement I is not correct but Statement II is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q82","2025","General Studies","mcq_standard","","","","","","","","","","","Railway Safety Systems & NRP","","",",Q82. Consider the following statements: I. Indian Railways have prepared a National Rail Plan (NRP) to create a 'future ready' railway system by 2028. II. 'Kavach' is an Automatic Train Protection system developed in collaboration with Germany. III. 'Kavach' system consists of RFID tags fitted on track in station section. Which of the statements given above are not correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q83","2025","General Studies","mcq_standard","","","","","","","","","","","Space Missions & Microgravity","","",",Q83. Consider the following space missions: I. Axiom-4 II. SpaDeX III. Gaganyaan How many of the space missions given above encourage and support microgravity research? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Emerging","",""
"UPSC_2025_GS1_Q84","2025","General Studies","mcq_standard","","","","","","","","","","","Indian Defence Aircraft","","",",Q84. With reference to India's defence, consider the following pairs: Aircraft type - Description I. Dornier-228 - Maritime patrol aircraft II. IL-76 - Supersonic combat aircraft III. C-17 Globemaster III - Military transport aircraft How many of the pairs given above are correctly matched? (a) Only one (b) Only two (c) All the three (d) None","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q85","2025","General Studies","mcq_standard","","","","","","","","","","","Artificial Rainfall (Cloud Seeding)","","",",Q85. Artificial way of causing rainfall to reduce air pollution makes use of (a) silver iodide and potassium iodide (b) silver nitrate and potassium iodide (c) silver iodide and potassium nitrate (d) silver nitrate and potassium chloride","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q86","2025","General Studies","mcq_standard","","","","","","","","","","","Presidential Pardoning Power","","",",Q86. Consider the following statements with regard to Pardoning power of the President of India: I. The exercise of this power by the President can be subjected to limited judicial review. II. The President can exercise this power without the advice of the Central Government. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q87","2025","General Studies","mcq_standard","","","","","","","","","","","Speaker of Lok Sabha","","",",Q87. Consider the following statements: I. On the dissolution of the House of the People, the Speaker shall not vacate his/her office until immediately before the first meeting of the House of the People after the dissolution. II. According to the provisions of the Constitution of India, a Member of the House of the People on being elected as Speaker shall resign from his/her political party immediately. III. The Speaker of the House of the People may be removed from his/her office by a resolution of the House of the People passed by a majority of all the then Members of the House, provided that no resolution shall be moved unless at least fourteen days' notice has been given of the intention to move the resolution. Which of the statements given above are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q88","2025","General Studies","mcq_standard","","","","","","","","","","","Anti-Defection & Political Parties","","",",Q88. Consider the following statements: I. If any question arises as to whether a Member of the House of the People has become subject to disqualification under the Tenth Schedule, the President's decision in accordance with the opinion of the Council of Union Ministers shall be final. II. There is no mention of the word 'political party' in the Constitution of India. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q89","2025","General Studies","mcq_standard","","","","","","","","","","","Minor Minerals Governance","","",",Q89. Consider the following statements: Statement I: In India, State Governments have no power for making rules for grant of concessions in respect of extraction of minor minerals even though such minerals are located in their territories. Statement II: In India, the Central Government has the power to notify minor minerals under the relevant law. Which one of the following is correct in respect of the above statements? (a) Both Statement I and Statement II are correct and Statement II explains Statement I (b) Both Statement I and Statement II are correct but Statement II does not explain Statement I (c) Statement I is correct but Statement II is not correct (d) Statement I is not correct but Statement II is correct","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q90","2025","General Studies","mcq_standard","","","","","","","","","","","Nature Restoration Law","","",",Q90. Which organization has enacted the Nature Restoration Law (NRL) to tackle climate change and biodiversity loss? (a) The European Union (b) The World Bank (c) The Organization for Economic Cooperation and Development (d) The Food and Agriculture Organization","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2025_GS1_Q91","2025","General Studies","mcq_standard","","","","","","","","","","","Panchayats: Intermediate Level","","",",Q91. Consider the following statements: I. Panchayats at the intermediate level exist in all States. II. To be eligible to be a Member of a Panchayat at the intermediate level, a person should attain the age of thirty years. III. The Chief Minister of a State constitutes a commission to review the financial position of Panchayats at the intermediate levels and to make recommendations regarding the distribution of net proceeds of taxes and duties, leviable by the State, between the State and Panchayats at the intermediate level. Which of the statements given above are not correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q92","2025","General Studies","mcq_standard","","","","","","","","","","","BIMSTEC","","",",Q92. Consider the following statements in respect of BIMSTEC: I. It is a regional organization consisting of seven member States till January 2025. II. It came into existence with the signing of the Dhaka Declaration. III. Bangladesh, India, Sri Lanka, Thailand and Nepal are founding member States of BIMSTEC. IV. In BIMSTEC, the subsector of 'Tourism' is being led by India. Which of the statements given above is/are correct? (a) I and II (b) II and III (c) I and IV (d) I only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q93","2025","General Studies","mcq_standard","","","","","","","","","","","Gandhi Peace Prize Jury","","",",Q93. Who amongst the following are members of the Jury to select the recipient of 'Gandhi Peace Prize'? I. The President of India II. The Prime Minister of India III. The Chief Justice of India IV. The Leader of Opposition in the Lok Sabha Select the correct answer using the code given below. (a) I and IV only (b) I, II and III (c) II, III and IV (d) I and II only","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2025_GS1_Q94","2025","General Studies","mcq_standard","","","","","","","","","","","GAGAN","","",",Q94. GPS-Aided Geo Augmented Navigation (GAGAN) uses a system of ground stations to provide necessary augmentation. Which of the following statements is/are correct in respect of GAGAN? I. It is designed to provide additional accuracy and integrity. II. It will allow more uniform and high quality air traffic management. III. It will provide benefits only in aviation but not in other modes of transportation. Select the correct answer using the code given below. (a) I, II and III (b) II and III only (c) I only (d) I and II only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q95","2025","General Studies","mcq_standard","","","","","","","","","","","AI Action Summit 2025","","",",Q95. Consider the following statements regarding AI Action Summit held in Grand Palais, Paris in February 2025: I. Co-chaired with India, the event builds on the advances made at the Bletchley Park Summit held in 2023 and the Seoul Summit held in 2024. II. Along with other countries, US and UK also signed the declaration on inclusive and sustainable AI. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2025_GS1_Q96","2025","General Studies","mcq_standard","","","","","","","","","","","International Organizations & Global Observances","","",",Q96. Consider the following pairs: I. International Year of the Woman Farmer - 2026 II. International Year of Sustainable and Resilient Tourism - 2027 III. International Year of Peace and Trust - 2025 IV. International Year of Asteroid Awareness and Planetary Defence - 2029 How many of the pairs given above are correctly matched? (a) Only one (b) Only two (c) Only three (d) All the four","Elimination Logic","L2","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2025_GS1_Q97","2025","General Studies","mcq_standard","","","","","","","","","","","International Relations (Multilateral Organizations)","","",",Q97. Consider the following statements with regard to BRICS: I. 16th BRICS Summit was held under the Chairship of Russia in Kazan. II. Indonesia has become a full member of BRICS. III. The theme of the 16th BRICS Summit was 'Strengthening Multiculturalism for Just Global Development and Security'. Which of the statements given above is/are correct? (a) I and II (b) II and III (c) I and III (d) I only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2025_GS1_Q98","2025","General Studies","mcq_standard","","","","","","","","","","","Constitutional Bodies & Anti-Corruption Institutions","","",",Q98. Consider the following statements about Lokpal: I. The power of Lokpal applies to public servants of India, but not to the Indian public servants posted outside India. II. The Chairperson or a Member shall not be a Member of the Parliament or a Member of the Legislature of any State or Union Territory, and only the Chief Justice of India, whether incumbent or retired, has to be its Chairperson. III. The Chairperson or a Member shall not be a person of less than forty-five years of age on the date of assuming office as the Chairperson or Member, as the case may be. IV. Lokpal cannot inquire into the allegations of corruption against a sitting Prime Minister of India. Which of the statements given above is/are correct? (a) II only (b) II and III (c) I and IV (d) None of the above statements is correct","Concept Application","L3","Concept Confusion","","Concept Confusion","High","Repeating","",""
"UPSC_2025_GS1_Q99","2025","General Studies","mcq_standard","","","","","","","","","","","Sports Current Affairs","","",",Q99. Consider the following statements in respect of the first Kho Kho World Cup: I. The event was held in Delhi, India. II. Indian men beat Nepal with a score of 78-40 in the final to become the World Champion in men category. III. Indian women beat Nepal with a score of 54-36 in the final to become the World Champion in women category. Which of the statements given above is/are correct? (a) I only (b) II and III only (c) I and III only (d) I, II and III","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2025_GS1_Q100","2025","General Studies","mcq_standard","","","","","","","","","","","Sports Personalities & Records","","",",Q100. Consider the following statements: I. In the finals of the 45th Chess Olympiad held in 2024, Gukesh Dommaraju became the world's youngest winner after defeating the Russian player Ian Nepomniachtchi. II. Abhimanyu Mishra, an American chess player, holds the record of becoming world's youngest ever Grandmaster. Which of the statements given above is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
