"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText","question_intent","cognitive_level","trap_type","secondary_subject","error_prone_area","confidence_level","trend_tag","set_id","set_type"
"UPSC_2018_GS1_Q11","2018","General Studies","mcq_standard","","","","","","","","","","","Bipin Chandra Pal","","",",Q11. He wrote biographies of Mazzini, Garibaldi, Shivaji and Shrikrishna; stayed in America for some time; and was also elected to the Central Assembly. He was (a) Aurobindo Ghosh (b) Bipin Chandra Pal (c) Lala Lajpat Rai (d) Motilal Nehru","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q12","2018","General Studies","mcq_standard","","","","","","","","","","","Aadhaar Provisions","","",",Q12. Consider the following statements: Aadhaar card can be used as a proof of citizenship or domicile. Once issued, Aadhaar number cannot be deactivated or omitted by the Issuing Authority. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q13","2018","General Studies","mcq_standard","","","","","","","","","","","Shrinking Water Bodies","","",",Q13. Which of the following has/have shrunk immensely/dried up in the recent past due to human activities? Aral Sea Black Sea Lake Baikal Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 (c) 2 only (d) 1 and 3","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2018_GS1_Q14","2018","General Studies","mcq_standard","","","","","","","","","","","Rule of Law Index","","",",Q14. ?Rule of Law Index? is released by which of the following? (a) Amnesty International (b) International Court of Justice (c) The Office of UN Commissioner for Human Rights (d) World Justice Project","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q15","2018","General Studies","mcq_standard","","","","","","","","","","","NPCI and ATM Network","","",",Q15. Which one of the following links all the ATMs in India? (a) Indian Banks Association (b) National Securities Depository Limited (c) National Payments Corporation of India (d) Reserve Bank of India","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q16","2018","General Studies","mcq_standard","","","","","","","","","","","Capital Adequacy Ratio","","",",Q16. Consider the following statements: Capital Adequacy Ratio (CAR) is the amount that banks have to maintain in the form of their own funds to offset any loss that banks incur if the account-holders fail to repay dues. CAR is decided by each individual bank. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q17","2018","General Studies","mcq_standard","","","","","","","","","","","Aadhaar APIs","","",",Q17. The identity platform ?Aadhaar provides open ?Application Programming Interfaces (APIs)?. What does it imply? It can be integrated into any electronic device. Online authentication using iris is possible. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q18","2018","General Studies","mcq_standard","","","","","","","","","","","Famine-Affected Countries","","",",Q18. Very recently, in which of the following countries have lakhs of people either suffered from severe famine/acute malnutrition or died due to starvation caused by war/conflicts? (a) Angola and Zambia (b) Morocco and Tunisia (c) Venezuela and Colombia (d) Yemen and South Sudan","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q19","2018","General Studies","mcq_standard","","","","","","","","","","","Woods Dispatch","","",",Q19. Regarding Woods Dispatch, which of the following statements are true? Grants-in-Aid system was introduced. Establishment of universities was recommended. English as a medium of instruction at all levels of education was recommended. Select the correct answer using the code given below: (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q20","2018","General Studies","mcq_standard","","","","","","","","","","","Committee on Subordinate Legislation","","",",Q20. With reference to the Parliament of India, which of the following Parliamentary Committees scrutinizes and reports to the House whether the powers to make regulations, rules, sub-rules, by-laws, etc., conferred by the Constitution or delegated by the Parliament are being properly exercised by the Executive within the scope of such delegation? (a) Committee on Government Assurances (b) Committee on Subordinate Legislation (c) Rules Committee (d) Business Advisory Committee","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q21","2018","General Studies","mcq_standard","","","","","","","","","","","RTE Act Teacher Eligibility","","",",Q21. Consider the following statements: As per the Right to Education (RTE) Act, to be eligible for appointment as a teacher in a State, a person would be required to possess the minimum qualification laid down by the concerned State Council of Teacher Education. As per the RTE Act, for teaching primary classes, a candidate is required to pass a Teacher Eligibility Test conducted in accordance with the guidelines framed by the National Council of Teacher Education. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q22","2018","General Studies","mcq_standard","","","","","","","","","","","Traditions and States","","",",Q22. Consider the following pairs: Tradition ?"" State Chapchar Kut festival ?"" Mizoram Khongjom Parba ballad ?"" Manipur Thang-Ta Dance ?"" Sikkim Which of the pairs given above is/are correct? (a) 1 only (b) 1 and 2 (c) 3 only (d) 2 and 3","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2018_GS1_Q23","2018","General Studies","mcq_standard","","","","","","","","","","","Food Safety and Standards Act","","",",Q23. Consider the following statements: The Food Safety and Standards Act, 2006 replaced the Prevention of Food Adulteration Act, 1954. The Food Safety and Standards Authority of India (FSSAI) is under the charge of Director General of Health Services in the Union Ministry of Health and Family Welfare. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q24","2018","General Studies","mcq_standard","","","","","","","","","","","Two-State Solution","","",",Q24. The term ?two-state solution? is sometimes mentioned in the news in the context of the affairs of (a) China (b) Israel (c) Iraq (d) Yemen","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q25","2018","General Studies","mcq_standard","","","","","","","","","","","National Food Security Act","","",",Q25. With reference to the provisions made under the National Food Security Act, 2013, consider the following statements: The families coming under the category of ?Below Poverty Line (BPL) only are eligible to receive subsidised food grains. The eldest woman in a household, of age 18 years or above, shall be the head of the household for the purpose of issuance of a ration card. Pregnant women and lactating mothers are entitled to a ?take-home ration of 1600 calories per day during pregnancy and for six months thereafter. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q26","2018","General Studies","mcq_standard","","","","","","","","","","","Geographical Indications Act","","",",Q26. India enacted the Geographical Indications of Goods (Registration and Protection) Act, 1999 in order to comply with the obligations to (a) ILO (b) IMF (c) UNCTAD (d) WTO","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q27","2018","General Studies","mcq_standard","","","","","","","","","","","Mining & Minerals by State","","",",Q27. Consider the following statements: In India, State Governments do not have the power to auction non-coal mines. Andhra Pradesh and Jharkhand do not have gold mines. Rajasthan has iron ore mines. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q28","2018","General Studies","mcq_standard","","","","","","","","","","","BHIM App & Authentication","","",",Q28. With reference to digital payments, consider the following statements: BHIM app allows the user to transfer money to anyone with a UPI-enabled bank account. While a chip-pin debit card has four factors of authentication, BHIM app has only two factors of authentication. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q29","2018","General Studies","mcq_standard","","","","","","","","","","","Longitude Closest to Delhi","","",",Q29. Among the following cities, which one lies on a longitude closest to that of Delhi? (a) Bengaluru (b) Hyderabad (c) Nagpur (d) Pune","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q30","2018","General Studies","mcq_standard","","","","","","","","","","","ILO Conventions 138 and 182","","",",Q30. International Labour Organizations Conventions 138 and 182 are related to (a) Child labour (b) Adaptation of agricultural practices to global climate change (c) Regulation of food prices and food security (d) Gender parity at the workplace","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q31","2018","General Studies","mcq_standard","","","","","","","","","","","Money Bill Provisions","","",",Q31. Regarding Money Bill, which of the following statements is not correct? (a) A bill shall be deemed to be a Money Bill if it contains only provisions relating to imposition, abolition, remission, alteration or regulation of any tax. (b) A Money Bill has provisions for the custody of the Consolidated Fund of India or the Contingency Fund of India. (c) A Money Bill is concerned with the appropriation of moneys out of the Contingency Fund of India. (d) A Money Bill deals with the regulation of borrowing of money or giving of any guarantee by the Government of India.","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q32","2018","General Studies","mcq_standard","","","","","","","","","","","Election of President of India","","",",Q32. With reference to the election of the President of India, consider the following statements: The value of the vote of each MLA varies from State to State. The value of the vote of MPs of the Lok Sabha is more than the value of the vote of MPs of the Rajya Sabha. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q33","2018","General Studies","mcq_standard","","","","","","","","","","","Additional Protocol with IAEA","","",",Q33. In the Indian context, what is the implication of ratifying the ?Additional Protocol with the International Atomic Energy Agency (IAEA)? (a) The civilian nuclear reactors come under IAEA safeguards. (b) The military nuclear installations come under the inspection of IAEA. (c) The country will have the privilege to buy uranium from the Nuclear Suppliers Group (NSG). (d) The country automatically becomes a member of the NSG.","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q34","2018","General Studies","mcq_standard","","","","","","","","","","","ASEAN Free Trade Partners","","",",Q34. Consider the following countries: Australia Canada China India Japan USA Which of the above are among the ?Free-trade partners of ASEAN? (a) 1, 2, 4 and 5 (b) 3, 4, 5 and 6 (c) 1, 3, 4 and 5 (d) 2, 3, 4 and 6","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2018_GS1_Q35","2018","General Studies","mcq_standard","","","","","","","","","","","Global Alliance for Climate-Smart Agriculture","","",",Q35. With reference to the ?Global Alliance for Climate-Smart Agriculture (GACSA), which of the following statements is/are correct? GACSA is an outcome of the Climate Summit held in Paris in 2015. Membership of GACSA does not create any binding obligations. India was instrumental in the creation of GACSA. Select the correct answer: (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q36","2018","General Studies","mcq_standard","","","","","","","","","","","Digital India Plan","","",",Q36. Which of the following is/are the aim/aims of the ?Digital India Plan of the Government of India? Formation of Indias own Internet companies like China did. Establish a policy framework to encourage overseas multinational corporations that collect Big Data to build their large data centres within our national geographical boundaries. Connect many of our villages to the Internet and bring Wi-Fi to many of our schools, public places and major tourist centres. Select the correct answer: (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q37","2018","General Studies","mcq_standard","","","","","","","","","","","Towns and Countries","","",",Q37. Consider the following pairs: Town sometimes mentioned in news ?"" Country Aleppo ?"" Syria Kirkuk ?"" Yemen Mosul ?"" Palestine Mazar-i-Sharif ?"" Afghanistan Which of the pairs given above are correctly matched? (a) 1 and 2 (b) 1 and 4 (c) 2 and 3 (d) 3 and 4","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Emerging","",""
"UPSC_2018_GS1_Q38","2018","General Studies","mcq_standard","","","","","","","","","","","Government of India Act 1935","","",",Q38. In the Federation established by The Government of India Act of 1935, residuary powers were given to the (a) Federal Legislature (b) Governor General (c) Provincial Legislature (d) Provincial Governors","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q39","2018","General Studies","mcq_standard","","","","","","","","","","","Speaker of Legislative Assembly","","",",Q39. Consider the following statements: The Speaker of the Legislative Assembly shall vacate his/her office if he/she ceases to be a member of the Assembly. Whenever the Legislative Assembly is dissolved, the Speaker shall vacate his/her office immediately. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q40","2018","General Studies","mcq_standard","","","","","","","","","","","Law and Liberty","","",",Q40. Which one of the following reflects the most appropriate relationship between law and liberty? (a) If there are more laws, there is less liberty. (b) If there are no laws, there is no liberty. (c) If there is liberty, laws have to be made by the people. (d) If laws are not changed too often, liberty is in danger.","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q41","2018","General Studies","mcq_standard","","","","","","","","","","","Governor's Immunities","","",",Q41. Consider the following statements: No criminal proceedings shall be instituted against the Governor of a State in any court during his term of office. The emoluments and allowances of the Governor of a State shall not be diminished during his term of office. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q42","2018","General Studies","mcq_standard","","","","","","","","","","","Bani Thani Painting","","",",Q42. The well-known painting ?Bani Thani? belongs to the (a) Bundi school (b) Jaipur school (c) Kangra school (d) Kishangarh school","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q43","2018","General Studies","mcq_standard","","","","","","","","","","","THAAD","","",",Q43. What is ?Terminal High Altitude Area Defense (THAAD)?, sometimes seen in the news? (a) An Israeli radar system (b) Indias indigenous anti-missile programme (c) An American anti-missile system (d) A defence collaboration between Japan and South Korea","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q44","2018","General Studies","mcq_standard","","","","","","","","","","","Tyagaraja and Annamacharya","","",",Q44. With reference to cultural history of India, consider the following statements: Most of the Tyagaraja Kritis are devotional songs in praise of Lord Krishna. Tyagaraja created several new ragas. Annamacharya and Tyagaraja are contemporaries. Annamacharya kirtanas are devotional songs in praise of Lord Venkateshwara. Which of the statements given above are correct? (a) 1 and 3 only (b) 2 and 4 only (c) 1, 2 and 3 (d) 2, 3 and 4","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q45","2018","General Studies","mcq_standard","","","","","","","","","","","Rule of Law Features","","",",Q45. Which of the following are regarded as the main features of the ?Rule of Law?? Limitation of powers Equality before law Peoples responsibility to the Government Liberty and civil rights Select the correct answer: (a) 1 and 3 only (b) 2 and 4 only (c) 1, 2 and 4 only (d) 1, 2, 3 and 4","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q46","2018","General Studies","mcq_standard","","","","","","","","","","","Legal Tender Money","","",",Q46. Which one of the following statements correctly describes the meaning of legal tender money? (a) The money which is tendered in courts of law to defray the fee of legal cases. (b) The money which a creditor is under compulsion to accept in settlement of his claims. (c) The bank money in the form of cheques, drafts, bills of exchange, etc. (d) The metallic money in circulation in a country.","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q47","2018","General Studies","mcq_standard","","","","","","","","","","","Opportunity Cost of Free Goods","","",",Q47. If a commodity is provided free to the public by the Government, then (a) the opportunity cost is zero. (b) the opportunity cost is ignored. (c) the opportunity cost is transferred from the consumers of the product to the tax-paying public. (d) the opportunity cost is transferred from the consumers of the product to the Government.","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q48","2018","General Studies","mcq_standard","","","","","","","","","","","Economic Development Indicators","","",",Q48. Increase in absolute and per capita real GNP do not connote a higher level of economic development, if (a) industrial output fails to keep pace with agricultural output. (b) agricultural output fails to keep pace with industrial output. (c) poverty and unemployment increase. (d) imports grow faster than exports.","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q49","2018","General Studies","mcq_standard","","","","","","","","","","","Human Capital Formation","","",",Q49. Consider the following statements: Human capital formation as a concept is better explained in terms of a process which enables individuals of a country to accumulate more capital. increasing the knowledge, skill levels and capacities of the people of the country. accumulation of tangible wealth. accumulation of intangible wealth. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 2 and 4 (d) 1, 3 and 4","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q50","2018","General Studies","mcq_standard","","","","","","","","","","","Capital Formation and Output","","",",Q50. Despite being a high saving economy, capital formation may not result in significant increase in output due to (a) weak administrative machinery (b) illiteracy (c) high population density (d) high capital output ratio","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q51","2018","General Studies","mcq_standard","","","","","","","","","","","Santhal Uprising Measures","","",",Q51. After the Santhal Uprising subsided, what was/were the measure/measures taken by the colonial government? The territories called ?Santhal Parganas were created. It became illegal for a Santhal to transfer land to a non-Santhal. Select the correct answer: (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q52","2018","General Studies","mcq_standard","","","","","","","","","","","Economic Impact of British Rule","","",",Q52. Economically, one of the results of the British rule in India in the 19th century was the (a) increase in the export of Indian handicrafts. (b) growth in the number of Indian owned factories. (c) commercialization of Indian agriculture. (d) rapid increase in the urban population.","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q53","2018","General Studies","mcq_standard","","","","","","","","","","","Article 356 (President's Rule)","","",",Q53. If the President of India exercises his power as provided under Article 356 of the Constitution in respect of a particular State, then (a) the Assembly of the State is automatically dissolved. (b) the powers of the Legislature of that State shall be exercised by or under the authority of the Parliament. (c) Article 19 is suspended in that State. (d) the President can make laws relating to that State.","Concept Application","L2","Concept Confusion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q54","2018","General Studies","mcq_standard","","","","","","","","","","","Crafts and States","","",",Q54. Consider the following pairs: Craft ?"" Heritage of Puthukkuli shawls ?"" Tamil Nadu Sujni embroidery ?"" Maharashtra Uppada Jamdani saris ?"" Karnataka Which of the pairs given above is/are correct? (a) 1 only (b) 1 and 2 (c) 3 only (d) 2 and 3","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Repeating","",""
"UPSC_2018_GS1_Q55","2018","General Studies","mcq_standard","","","","","","","","","","","GPS Applications","","",",Q55. In which of the following areas can GPS technology be used? Mobile phone operations Banking operations Controlling the power grids Select the correct answer: (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q56","2018","General Studies","mcq_standard","","","","","","","","","","","Government Securities & Treasury Bills","","",",Q56. Consider the following statements: The Reserve Bank of India manages and services Government of India Securities but not any State Government Securities. Treasury bills are issued by the Government of India and there are no treasury bills issued by the State Governments. Treasury bills offer are issued at a discount from the par value. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q57","2018","General Studies","mcq_standard","","","","","","","","","","","Earth's Magnetic Field & Atmosphere","","",",Q57. Consider the following statements: The Earths magnetic field has reversed every few hundred thousand years. When the Earth was created more than 4000 million years ago, there was 54% oxygen and no carbon dioxide. When living organisms originated, they modified the early atmosphere of the Earth. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q58","2018","General Studies","mcq_standard","","","","","","","","","","","WannaCry/Petya/EternalBlue","","",",Q58. The terms ?WannaCry?, ?Petya? and ?EternalBlue? sometimes mentioned in the news recently are related to (a) Exoplanets (b) Cryptocurrency (c) Cyber attacks (d) Mini satellites","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q59","2018","General Studies","mcq_standard","","","","","","","","","","","Conservation Agriculture","","",",Q59. With reference to the circumstances in Indian agriculture, the concept of ?Conservation Agriculture? assumes significance. Which of the following fall under the Conservation Agriculture? Avoiding the monoculture practices Adopting minimum tillage Avoiding the cultivation of plantation crops Using crop residues to cover soil surface Adopting spatial and temporal crop sequencing/crop rotations Select the correct answer: (a) 1, 3 and 4 (b) 2, 3, 4 and 5 (c) 2, 4 and 5 (d) 1, 2, 3 and 5","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q60","2018","General Studies","mcq_standard","","","","","","","","","","","Sixth Mass Extinction","","",",Q60. The term ?sixth mass extinction/sixth extinction? is often mentioned in the news in the context of the discussion of (a) Widespread monoculture practices in agriculture and large-scale commercial farming with indiscriminate use of chemicals in many parts of the world that may result in the loss of good native ecosystems. (b) Fears of a possible collision of a meteorite with the Earth in the near future in the manner it happened 65 million years ago that caused the mass extinction of many species including those of dinosaurs. (c) Large scale cultivation of genetically modified crops in many parts of the world and promoting their cultivation in other parts of the world which may cause the disappearance of food native crop plants and the loss of food biodiversity. (d) Mankinds over-exploitation/misuse of natural resources, fragmentation/loss of natural habitats, destruction of ecosystems, pollution and global climate change.","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q61","2018","General Studies","mcq_standard","","","","","","","","","","","IRNSS","","",",Q61. With reference to the Indian Regional Navigation Satellite System (IRNSS), consider the following statements: IRNSS has three satellites in geostationary and four satellites in geosynchronous orbits. IRNSS covers entire India and about 1500 sq. km beyond its borders. India will have its own satellite navigation system with full global coverage by the middle of 2019. Which of the statements given above is/are correct? (a) 1 only (b) 1 and 2 only (c) 2 and 3 only (d) None","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q62","2018","General Studies","mcq_standard","","","","","","","","","","","General Theory of Relativity","","",",Q62. Consider the following phenomena: Light is affected by gravity. The Universe is constantly expanding. Matter warps its surrounding space-time. Which of the above is/are the prediction/predictions of Albert Einsteins General Theory of Relativity, often discussed in media? (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Repeating","",""
"UPSC_2018_GS1_Q63","2018","General Studies","mcq_standard","","","","","","","","","","","GM Mustard","","",",Q63. With reference to the Genetically Modified mustard (GM mustard) developed in India, consider the following statements: GM mustard has the genes of a soil bacterium that give the plant the property of self-resistance to a wide variety of pests. GM mustard has the genes that allow the plant cross-pollination and hybridization. GM mustard has been developed jointly by the IARI and Punjab Agricultural University. Which of the statements given above is/are correct? (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q64","2018","General Studies","mcq_standard","","","","","","","","","","","Tech Terms and Contexts","","",",Q64. Consider the following pairs: Terms sometimes seen in news ?"" Context / Topic Belle II experiment ?"" Artificial Intelligence Blockchain technology ?"" Digital/Cryptocurrency CRISPR?""Cas9 ?"" Particle Physics Which of the pairs given above is/are correctly matched? (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3","Elimination Logic","L2","Fact Misassociation","","Fact Misassociation","High","Emerging","",""
"UPSC_2018_GS1_Q65","2018","General Studies","mcq_standard","","","","","","","","","","","Carbon Fertilization","","",",Q65. Which of the following statements best describes ?carbon fertilization?? (a) Increased plant growth due to increased concentration of carbon dioxide in the atmosphere. (b) Increased temperature of Earth due to increased concentrations of carbon dioxide in the atmosphere. (c) Increased acidity of oceans as a result of increased concentration of carbon dioxide in the atmosphere. (d) Adaptation of all living beings on Earth to the climate change brought about by the increased concentration of carbon dioxide in the atmosphere.","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q66","2018","General Studies","mcq_standard","","","","","","","","","","","Internet of Things","","",",Q66. When the alarm of your smartphone rings in the morning, you wake up and tap it to stop the alarm which causes your geyser to be switched on automatically. The smart mirror in your bathroom shows the days weather and also indicates the level of water in your overhead tank. After you take some groceries from your refrigerator for making breakfast, it recognizes the shortage of stock in it and places an order for the supply of fresh grocery items. When you walk out of your house and lock the door all lights, fans, geysers and AC machines get switched off automatically. On your way to office, your car warns you about traffic congestion ahead and suggests an alternative route, and if you are late for a meeting, it sends a message to your office accordingly. In the context of emerging communication technologies, which one of the following terms best applies to the above scenario? (a) Border Gateway Protocol (b) Internet of Things (c) Internet Protocol (d) Virtual Private Network","Fact Recall","L1","Fact Twist","","Memory Gap","High","Emerging","",""
"UPSC_2018_GS1_Q67","2018","General Studies","mcq_standard","","","","","","","","","","","Solar Power in India","","",",Q67. With reference to solar power production in India, consider the following statements: India is the third largest in the world in the manufacture of silicon wafers used in photovoltaic units. The solar power tariffs are determined by the Solar Energy Corporation of India. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2","Elimination Logic","L2","Statement Distortion","","Partial Knowledge Trap","High","Emerging","",""
"UPSC_2018_GS1_Q68","2018","General Studies","mcq_standard","","","","","","","","","","","EIC Exports from Bengal","","",",Q68. The staple commodities of export by the English East India Company from Bengal in the middle of the 18th century were (a) Raw cotton, oilseeds and opium (b) Sugar, salt, zinc and lead (c) Copper, silver, gold, spices and tea (d) Cotton, silk, saltpetre and opium","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q69","2018","General Studies","mcq_standard","","","","","","","","","","","Champaran Satyagraha Significance","","",",Q69. Which one of the following is a very significant aspect of the Champaran Satyagraha? (a) Active all-India participation of lawyers, students and women in the National Movement (b) Active involvement of Dalit and Tribal communities of India in the National Movement (c) Joining of peasant unrest to Indias National Movement (d) Drastic decrease in the cultivation of plantation crops and commercial crops","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
"UPSC_2018_GS1_Q70","2018","General Studies","mcq_standard","","","","","","","","","","","Hind Mazdoor Sabha Founders","","",",Q70. Who among the following were the founders of the ?Hind Mazdoor Sabha? established in 1948? (a) B. Krishna Pillai, E.M.S. Namboodiripad and K.C. George (b) Jayaprakash Narayan, Deen Dayal Upadhyaya and M.N. Roy (c) C.P. Ramaswamy Iyer, K. Kamaraj and Venkatalingam Pantulu (d) Ashok Mehta, T.S. Ramanujam and G.G. Mehta","Fact Recall","L1","Fact Twist","","Memory Gap","High","Repeating","",""
