"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText","question_intent","cognitive_level","trap_type","secondary_subject","error_prone_area","confidence_level","trend_tag","set_id","set_type"
"UPSC_2017_CSAT_Q42","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P17","","","","Devolution & Decentralization","Political Legitimacy; Grassroots Participation","",",Q42. Which among the following is the most logical, rational and critical inference that can be made from the above passage? (a) Emergence of powerful mass leaders is essential to create sub-national political entities and thus ensure successful devolution and decentralization. (b) The upper tier of government should impose devolution and decentralization on the regional communities by law or otherwise. (c) Devolution, to be successful, requires a democracy in which there is free expression of the will of the people at lower level and their active participation at the grassroots level. (d) For devolution to take place, a strong feeling of regionalism in the masses is essential. Passage-3 We live in digital times. The digital is not just something we use strategically and specifically to do a few tasks. Our very perception of who we are, how we connect to the world around us, and the ways in which we define our domains of life, labour and language are hugely structured by the digital technologies. The digital is everywhere and, like air, invisible. We live within digital systems, we live with intimate gadgets, we interact through digital media, and the very presence and imagination of the digital has dramatically restructured our lives. The digital, far from being a tool, is a condition and context that defines the shapes and boundaries of our understanding of the self, the society, and the structure of governance.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P17","Passage"
"UPSC_2017_CSAT_Q43","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P18","","","","Digital Society & Governance","Digital Technologies; Social Transformation","",",Q43. Which among the following is the most logical and essential message conveyed by the above passage? (a) All problems of governance can be solved by using digital technologies. (b) Speaking of digital technologies is speaking of our life and living. (c) Our creativity and imagination cannot be expressed without digital media. (d) Use of digital systems is imperative for the existence of mankind in future. Passage-4 The IMF has pointed out that the fast growing economies of Asia face the risk of falling into 'middle-income trap'. It means that average incomes in these countries, which till now have been growing rapidly, will stop growing beyond a point-a point that is well short of incomes in the developed West. The IMF identifies a number of causes of middle-income trap-none of which is surprising-from infrastructure to weak institutions, to less than favourable macroeconomic conditions. But the broad, overall cause, says IMF, is a collapse in the growth of productivity.,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P18","Passage"
"UPSC_2017_CSAT_Q44","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P19","","","","Middle-Income Trap","Productivity Growth; Economic Development","",",Q44. Which among the following is the most logical, rational and critical inference that can be made from the above passage? (a) Once a country reaches middle-income stage, it runs the risk of falling productivity which leads to stagnant incomes. (b) Falling into middle-income trap is a general characteristic of fast growing economies. (c) There is no hope at all for emerging Asian economies to sustain the growth momentum. (d) As regards growth of productivity, the performance of Asian economies is not satisfactory. Passage-5 An innovative India will be inclusive as well as technologically advanced, improving the lives of all Indians. Innovation and R&D can mitigate increases in social inequality and relieve the pressures created by rapid urbanization. The growing divergence in productivity between agriculture and knowledge-intensive manufacturing and services threatens to increase income inequality. By encouraging India's R&D labs and universities to focus on the needs of poor people and by improving the ability of informal firms to absorb knowledge, an innovation and research agenda can counter this effect. Inclusive innovation can lower the costs of goods and services and create income-earning opportunities for the poor people.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P19","Passage"
"UPSC_2017_CSAT_Q45","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P20","","","","Inclusive Innovation & Inequality","R&D Policy; Income Inequality","",",Q45. Which among the following is the most logical and rational assumption that can be made from the above passage? (a) Innovation and R&D is the only way to reduce rural to urban migration. (b) Every rapidly growing country needs to minimize the divergence between productivity in agriculture and other sectors. (c) Inclusive innovation and R&D can help create an egalitarian society. (d) Rapid urbanization takes place only when a country's economic growth is rapid. Passage-6 Climate change is likely to expose a large number of people to increasing environmental risks forcing them to migrate. The international community is yet to recognize this new category of migrants. There is no consensus on the definition and status of climate refugees owing to the distinct meaning the term refugees carry under international laws. There are still gaps in understanding how climate change will work as the root cause of migration. Even if there is recognition of climate refugees, who is going to provide protection? More emphasis has been given to international migration due to climate change. But there is a need to recognize the migration of such people within the countries also so that their problems can be addressed properly.,","Reading Interpretation","L3","Inference Trap","","Assumption Misinterpretation","High","Declining","CSAT_2017_P20","Passage"
"UPSC_2017_CSAT_Q46","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P21","","","","Climate Change & Migration","Climate Refugees; Environmental Risk","",",Q46. Which of the following is the most rational inference from the above passage? (a) The world will not be able to cope with large-scale migration of climate refugees. (b) We must find the ways and means to stop further climate change. (c) Climate change will be the most important reason for the migration of people in the future. (d) Relation between climate change and migration is not yet properly understood. Passage-7 Many farmers use synthetic pesticides to kill infesting insects. The consumption of pesticides in some of the developed countries is touching 3000 grams/hectare. Unfortunately, there are reports that these compounds possess inherent toxicities that endanger the health of the farm operators, consumers and the environment. Synthetic pesticides are generally persistent in environment. Entering in food chain they destroy the microbial diversity and cause ecological imbalance. Their indiscriminate use has resulted in development of resistance among insects to insecticides, upsetting balance in nature and resurgence of treated populations. Natural pest control using botanical pesticides is safer to the user and the environment because they break down into harmless compounds within hours or days in the presence of sunlight. Plants with pesticidal properties have been in nature for millions of years without any ill or adverse effects on the ecosystem. They are easily decomposed by many microbes common in most soils. They help in the maintenance of biological diversity of predators and the reduction of environmental contamination and human health hazards. Botanical pesticides formulated from plants are biodegradable and their use in crop protection is a practical sustainable alternative.,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P21","Passage"
"UPSC_2017_CSAT_Q47","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P22","","","","Botanical Pesticides & Sustainable Agriculture","Synthetic Pesticides; Ecological Balance","",",Q47. On the basis of the above passage, the following assumptions have been made: Synthetic pesticides should never be used in modern agriculture. One of the aims of sustainable agriculture is to ensure minimal ecological imbalance. Botanical pesticides are more effective as compared to synthetic pesticides. Which of the assumptions given above is/are correct? (a) 1 and 2 only (b) 2 only (c) 1 and 3 only (d) 1, 2 and 3,","Reading Interpretation","L3","Inference Trap","","Assumption Misinterpretation","High","Declining","CSAT_2017_P22","Passage"
"UPSC_2017_CSAT_Q48","2017","Aptitude","statement_correct","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Integrated Pest Management; Environmental Safety","",",Q48. Which of the following statements is/are correct regarding biopesticides? They are not hazardous to human health. They are persistent in environment. They are essential to maintain the biodiversity of any ecosystem. Select the correct answer using the code given below. (a) 1 only (b) 1 and 2 only (c) 1 and 3 only (d) 1, 2 and 3,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q49","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Divisibility; Digit Reversal","",",Q49. Certain 3-digit numbers have the following characteristics: All the three digits are different. The number is divisible by 7. The number on reversing the digits is also divisible by 7. How many such 3-digit numbers are there? (a) 2 (b) 4 (c) 6 (d) 8,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q5","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P5","","","","Inclusive Wealth & Sustainability","GDP vs Inclusive Wealth; Natural Capital","",",Q5. Which of the following is the most crucial inference from the above passage? (a) More emphasis should be laid on the development of natural capital (b) The growth driven by GDP only is neither desirable nor sustainable (c) The economic performance of the countries of the world is not satisfactory (d) The world needs more human capital under the present circumstances Passage-6 By 2020, when the global economy is expected to run short of 56 million young people, India, with its youth surplus of 47 million, could fill the gap. It is in this context that labour reforms are often cited as the way to unlock double-digit growth in India. In 2014, India's labour force was estimated to be about 40 per cent of the population, but 93 per cent of this force was in the unorganized sector. Over the last decade, the compound annual growth rate (CAGR) of employment has slowed to 0.5 per cent, with about 14 million jobs created during last year when the labour force increased by about 15 million.,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P5","Passage"
"UPSC_2017_CSAT_Q50","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_9","","","","Logical Statements","Logical Statements; Syllogism; Valid Conclusions","",",Q50. Examine the following statements: All colours are pleasant. Some colours are pleasant. No colour is pleasant. Some colours are not pleasant. Given that statement 4 is true, what can be definitely concluded? (a) 1 and 2 are true. (b) 3 is true. (c) 2 is false. (d) 1 is false.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_9","Passage"
"UPSC_2017_CSAT_Q51","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Place Value; Counting","",",Q51. How many numbers are there between 99 and 1000 such that the digit 8 occupies the units place? (a) 64 (b) 80 (c) 90 (d) 104,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q52","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Mean-Median-Mode; Skewness","",",Q52. If for a sample data Mean < Median < Mode then the distribution is (a) symmetric (b) skewed to the right (c) neither symmetric nor skewed (d) skewed to the left,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q53","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Perfect Squares; Perfect Cubes","",",Q53. The age of Mr. X last year was the square of a number and it would be the cube of a number next year. What is the least number of years he must wait for his age to become the cube of a number again? (a) 42 (b) 38 (c) 25 (d) 16,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q54","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Work Rates; Ratio of Wages","",",Q54. P works thrice as fast as Q, whereas P and Q together can work four times as fast as R. If P, Q and R together work on a job, in what ratio should they share the earnings? (a) 3 : 1 : 1 (b) 3 : 2 : 4 (c) 4 : 3 : 4 (d) 3 : 1 : 4,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Declining","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q55","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_10","","","","Blood Relations","Blood Relations; Family Tree; Logical Deductions","",",Q55. Consider the following relationships among members of a family of six persons A, B, C, D, E and F: The number of males equals that of females. A and E are sons of F. D is the mother of two, one boy and one girl. B is the son of A. There is only one married couple in the family at present. Which one of the following inferences can be drawn from the above? (a) A, B and C are all females. (b) A is the husband of D. (c) E and F are children of D. (d) D is the daughter of F.,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_10","Passage"
"UPSC_2017_CSAT_Q56","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Pigeonhole Principle; Combinations; Minimum Draws","",",Q56. A bag contains 20 balls. 8 balls are green, 7 are white and 5 are red. What is the minimum number of balls that must be picked up from the bag blindfolded (without replacing any of it) to be assured of picking at least one ball of each colour? (a) 17 (b) 16 (c) 13 (d) 11,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q57","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Arrangements; Restrictions","",",Q57. If 2 boys and 2 girls are to be arranged in a row so that the girls are not next to each other, how many possible arrangements are there? (a) 3 (b) 6 (c) 12 (d) 24,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_2","Constraint System"
"UPSC_2017_CSAT_Q58","2017","Aptitude","mcq_standard","Concept Application","medium","static","medium","static","","","","","","Painted Cubes","Painted Cubes; Counting; Cubes","",",Q58. The outer surface of a 4 cm ? 4 cm ? 4 cm cube is painted completely in red. It is sliced parallel to the faces to yield sixty four 1 cm ? 1 cm ? 1 cm small cubes. How many small cubes do not have painted faces? (a) 8 (b) 16 (c) 24 (d) 36,","Concept Application","L2","Hidden Constraint Trap","","Equation Setup Error","High","Repeating","",""
"UPSC_2017_CSAT_Q59","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_11","","","","Seating Arrangement","Seating Arrangement; Ordering; Position Constraints","",",Q59. Consider the following: A, B, C, D, E, F, G and H are standing in a row facing North. B is not neighbour of G. F is to the immediate right of G and neighbour of E. G is not at the extreme end. A is sixth to the left of E. H is sixth to the right of C. Which one of the following is correct in respect of the above? (a) C is to the immediate left of A. (b) D is immediate neighbour of B and F. (c) G is to the immediate right of D. (d) A and E are at the extreme ends.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_11","Passage"
"UPSC_2017_CSAT_Q6","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P6","","","","Labour Reforms & Employment","Informal Sector; Employment Growth","",",Q6. Which of the following is the most rational inference from the above passage? (a) India must control its population growth to reduce unemployment (b) Labour reforms are required in India to make optimum use of its vast labour force productively (c) India is poised to achieve double-digit growth very soon (d) India is capable of supplying skilled young people to other countries Passage-7 The very first lesson that should be taught to us when we are old enough to understand it, is that complete freedom from the obligation to work is unnatural, and ought to be illegal, as we can escape our share of the burden of work only by throwing it on someone else's shoulders. Nature ordains that the human race shall perish of famine if it stops working. We cannot escape from this tyranny. The question we have to settle is how much leisure we can afford to allow ourselves.,","Reading Interpretation","L3","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P6","Passage"
"UPSC_2017_CSAT_Q60","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_12","","","","Coding-Decoding","Coding-Decoding; Symbol-Number Mapping","",",Q60. In a certain code, '256' means 'red colour chalk', '589' means 'green colour flower' and '254' means 'white colour chalk'. The digit in the code that indicates 'white' is (a) 2 (b) 4 (c) 5 (d) 8 Directions for the following 7 (seven) items: Read the following seven passages and answer the items that follow the passages. Your answers to these items should be based on the passages only. Passage-1 An air quality index (AQI) is a way to combine measurements of multiple air pollutants into a single number or rating. This index is ideally kept constantly updated and available in different places. The AQI is most useful when lots of pollution data are being gathered and when pollution levels are normally, but not always, low. In such cases, if pollution levels spike for a few days, the public can quickly take preventive action (like staying indoors) in response to an air quality warning. Unfortunately, that is not urban India. Pollution levels in many large Indian cities are so high that they remain well above any health or regulatory standard for large part of the year. If our index stays in the Red/Dangerous region day after day, there is not much anyone can do, other than getting used to ignoring it.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_12","Passage"
"UPSC_2017_CSAT_Q61","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","dynamic","","CSAT_2017_P23","","","","Air Pollution & AQI","Air Quality Index; Health Impacts of Air Pollution","",",Q61. Which among the following is the most logical and rational inference that can be made from the above passage? (a) Our governments are not responsible enough to keep our cities pollution free. (b) There is absolutely no need for air quality indices in our country. (c) Air quality index is not helpful to the residents of many of our large cities. (d) In every city, public awareness about pollution problems should increase. Passage-2 Productive jobs are vital for growth and a good job is the best form of inclusion. More than half of our population depends on agriculture, but the experience of other countries suggests that the number of people dependent on agriculture will have to shrink if per capita incomes in agriculture are to go up substantially. While industry is creating jobs, too many such jobs are low-productivity non-contractual jobs in the unorganized sector, offering low incomes, little protection, and no benefits. Service jobs are relatively of high productivity, but employment growth in services has been slow in recent years.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P23","Passage"
"UPSC_2017_CSAT_Q62","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P24","","","","Productive Employment & Inclusion","Informal Sector Jobs; Structural Transformation","",",Q62. Which among the following is the most logical and rational inference that can be made from the above passage? (a) We must create conditions for the faster growth of highly productive service jobs to ensure employment growth and inclusion. (b) We must shift the farm workers to the highly productive manufacturing and service sectors to ensure the economic growth and inclusion. (c) We must create conditions for the faster growth of productive jobs outside of agriculture even while improving the productivity of agriculture. (d) We must emphasize the cultivation of high-yielding hybrid varieties and genetically modified crops to increase the per capita income in agriculture. Passage-3 A landscape-scale approach to land use can encourage greater biodiversity outside protected areas. During hurricane Mitch in 1998, farms using ecoagricultural practices suffered 58 per cent, 70 per cent and 99 per cent less damage in Honduras, Nicaragua and Guatemala, respectively, than farms using conventional techniques. In Costa Rica, vegetative windbreaks and fencerows boosted farmers' income from pasture and coffee while also increasing bird diversity. Bee pollination is more effective when agricultural fields are closer to natural or seminatural habitat, a finding that matters because 87 per cent of the world's 107 leading crops depend on animal pollinators. In Costa Rica, Nicaragua and Colombia silvopastoral systems that integrate trees with pastureland are improving the sustainability of cattle production, and diversifying and increasing farmers' income.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P24","Passage"
"UPSC_2017_CSAT_Q63","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P25","","","","Ecoagriculture & Biodiversity","Agro-biodiversity; Sustainable Farming","",",Q63. Which among the following is the most logical and rational inference that can be made from the above passage? (a) Agricultural practices that enhance biodiversity can often increase farm output and reduce the vulnerability to disasters. (b) All the countries of the world should be encouraged to replace ecoagriculture with conventional agriculture. (c) Ecoagriculture should be permitted in protected areas without destroying the biodiversity there. (d) The yield of food crops will be very high if ecoagricultural practices are adopted to cultivate them. Passage-4 The medium term challenge for Indian manufacturing is to move from lower to higher tech sectors, from lower to higher value-added sectors, and from lower to higher productivity sectors. Medium tech industries are primarily capital intensive and resource processing, and high tech industries are mainly capital and technology intensive. In order to push the share of manufacturing in overall GDP to the projected 25 per cent, Indian manufacturing needs to capture the global market in sectors showing a rising trend in demand. These sectors are largely high technology and capital intensive.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P25","Passage"
"UPSC_2017_CSAT_Q64","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P26","","","","Manufacturing Upgradation","High-Tech Manufacturing; Productivity Growth","",",Q64. Which among the following is the most logical and rational inference that can be made from the above passage? (a) India's GDP displays high value-added and high productivity levels in medium tech and resource processing industries. (b) Promotion of capital and technology intensive manufacturing is not possible in India. (c) India should push up the public investments and encourage the private investments in research and development, technology upgradation and skill development. (d) India has already gained a great share in global markets in sectors showing a rising trend in demand. Passage-5 Over the last decade, Indian agriculture has become more robust with record production of food grains and oilseeds. Increased procurement, consequently, has added huge stocks of food grains in the granaries. India is one of the world's top producers of rice, wheat, milk, fruits and vegetables. India is still home to a quarter of all undernourished people in the world. On an average, almost half of the total expenditure of nearly half of the households is on food.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P26","Passage"
"UPSC_2017_CSAT_Q65","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P27","","","","Food Security & Nutrition","Agricultural Productivity; Malnutrition","",",Q65. Which among the following is the most logical corollary to the above passage? (a) Increasing the efficiency of farm-to-fork value chain is necessary to reduce the poverty and malnutrition. (b) Increasing the agricultural productivity will automatically eliminate the poverty and malnutrition in India. (c) India's agricultural productivity is already great and it is not necessary to increase it further. (d) Allocation of more funds for social welfare and poverty alleviation programmes will ultimately eliminate the poverty and malnutrition in India. Passage-6 The States are like pearls and the Centre is the thread which turns them into a necklace; if the thread snaps, the pearls are scattered.,","Reading Interpretation","L3","Inference Trap","","Overgeneralization","High","Declining","CSAT_2017_P27","Passage"
"UPSC_2017_CSAT_Q66","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P28","","","","Indian Federalism","Federalism; National Integrity","",",Q66. Which one of the following views corroborates the above statement? (a) A strong Centre and strong States make the federation strong. (b) A strong Centre is a binding force for national integrity. (c) A strong Centre is a hindrance to State autonomy. (d) State autonomy is a prerequisite for a federation. Passage-7 Really I think that the poorest he that is in England has a life to live, as the greatest he, and therefore truly, I think it is clear that every man that is to live under a government ought first by his own consent to put himself under the government, and I do think that the poorest man in England is not at all bound in a strict sense to that government that he has not had a voice to put himself under.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P28","Passage"
"UPSC_2017_CSAT_Q67","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P29","","","","Popular Sovereignty","Consent of the Governed; Social Contract","",",Q67. The above statement argues for (a) distribution of wealth equally to all (b) rule according to the consent of the governed (c) rule of the poor (d) expropriation of the rich,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P29","Passage"
"UPSC_2017_CSAT_Q68","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Weighted Average; Ratio","",",Q68. The average rainfall in a city for the first four days was recorded to be 0.40 inch. The rainfall on the last two days was in the ratio of 4 : 3. The average of six days was 0.50 inch. What was the rainfall on the fifth day? (a) 0.60 inch (b) 0.70 inch (c) 0.80 inch (d) 0.90 inch Directions for the following 3 (three) items: Consider the given information and answer the three items that follow. A, B, C, D, E, F and G are Lecturers from different cities-Hyderabad, Delhi, Shillong, Kanpur, Chennai, Mumbai and Srinagar (not necessarily in the same order) who participated in a conference. Each one of them is specialized in a different subject, viz., Economics, Commerce, History, Sociology, Geography, Mathematics and Statistics (not necessarily in the same order). Further: Lecturer from Kanpur is specialized in Geography. Lecturer D is from Shillong. Lecturer C from Delhi is specialized in Sociology. Lecturer B is specialized in neither History nor Mathematics. Lecturer A who is specialized in Economics does not belong to Hyderabad. Lecturer F who is specialized in Commerce belongs to Srinagar. Lecturer G who is specialized in Statistics belongs to Chennai.,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_4","Constraint System"
"UPSC_2017_CSAT_Q69","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_2","","","","Logic Puzzles","Logic Puzzles; Assignment Constraints; Logic Grid","",",Q69. Who is specialized in Geography? (a) B (b) D (c) E (d) Cannot be determined as data are inadequate,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_2","Passage"
"UPSC_2017_CSAT_Q7","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_P7","","","","Work & Leisure","Work Ethic; Leisure Balance","",",Q7. The main idea of the passage is that: (a) it is essential for human beings to work (b) there should be a balance between work and leisure (c) working is a tyranny which we have to face (d) human's understanding of the nature of work is essential Passage-8 There is no harm in cultivating habits so long as they are not injurious. Indeed, most of us are little more than a bundle of habits. Take away our habits and the residuum would hardly be worth bothering about. We could not get on without them. They simplify the mechanism of life. They enable us to do a multitude of things automatically, which, if we had to give fresh and original thought to them each time, would make existence an impossible confusion.,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Declining","CSAT_2017_P7","Passage"
"UPSC_2017_CSAT_Q70","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_2","","","","Logic Puzzles","Logic Puzzles; Assignment Constraints; Logic Grid","",",Q70. To which city does the Lecturer specialized in Economics belong? (a) Hyderabad (b) Mumbai (c) Neither Hyderabad nor Mumbai (d) Cannot be determined as data are inadequate,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_2","Passage"
"UPSC_2017_CSAT_Q71","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_2","","","","Logic Puzzles","Logic Puzzles; Assignment Constraints; Logic Grid","",",Q71. Who of the following belongs to Hyderabad? (a) B (b) E (c) Neither B nor E (d) Cannot be determined as data are inadequate,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_2","Passage"
"UPSC_2017_CSAT_Q72","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_13","","","","Logic Puzzles","Logic Puzzles; Assignment Constraints; Set Relations","",",Q72. In a school, there are five teachers A, B, C, D and E. A and B teach Hindi and English. C and B teach English and Geography. D and A teach Mathematics and Hindi. E and B teach History and French. Who teaches maximum number of subjects? (a) A (b) B (c) D (d) E,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_13","Passage"
"UPSC_2017_CSAT_Q73","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Digit Reversal; Remainders","",",Q73. A 2-digit number is reversed. The larger of the two numbers is divided by the smaller one. What is the largest possible remainder? (a) 9 (b) 27 (c) 36 (d) 45,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_4","Constraint System"
"UPSC_2017_CSAT_Q74","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Income-Expenditure; Savings","",",Q74. The monthly incomes of X and Y are in the ratio of 4 : 3 and their monthly expenses are in the ratio of 3 : 2. However, each saves ? 6,000 per month. What is their total monthly income? (a) ? 28,000 (b) ? 42,000 (c) ? 56,000 (d) ? 84,000,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_4","Constraint System"
"UPSC_2017_CSAT_Q75","2017","Aptitude","mcq_standard","Logical Deduction","medium","static","medium","static","","","","","","Logical Deduction (Constraint System)","Distance Formula; Right-Angled Triangles","",",Q75. Two walls and a ceiling of a room meet at right angles at a point P. A fly is in the air 1 m from one wall, 8 m from the other wall and 9 m from the point P. How many meters is the fly from the ceiling? (a) 4 (b) 6 (c) 12 (d) 15 Directions for the following 3 (three) items: Consider the given information and answer the three items that follow. Eight railway stations A, B, C, D, E, F, G and H are connected either by two-way passages or one-way passages. One-way passages are from C to A, E to G, B to F, D to H, G to C, E to C and H to G. Two-way passages are between A and E, G and B, F and D, and E and D.,","Elimination Logic","L4","Constraint Satisfaction Trap","","State Construction Failure","High","Repeating","CSAT_2017_LOGIC_SET_5","Constraint System"
"UPSC_2017_CSAT_Q76","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_3","","","","Graph Paths","Graph Paths; Directed Graph; Route Constraints","",",Q76. While travelling from C to H, which one of the following stations must be passed through? (a) G (b) E (c) D (d) F,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_3","Passage"
"UPSC_2017_CSAT_Q77","2017","Aptitude","mcq_standard","Reading Interpretation","medium","static","medium","static","","CSAT_2017_SET_3","","","","Graph Paths","Graph Paths; Directed Graph; Route Constraints","",",Q77. In how many different ways can a train travel from F to A without passing through any station more than once? (a) 1 (b) 2 (c) 3 (d) 4,","Reading Interpretation","L2","Inference Trap","","Incomplete Inference","High","Repeating","CSAT_2017_SET_3","Passage"
